;id;color;name;brand;rate_beer;features;description;image
115;116;rubia;Génesis Taronja;(cervezas artesanas Cerveza Génesis); 38 / 100;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Favareta', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia', 'Temperatura de consumo': '8-12ºC'};"
Génesis Taronja es una cerveza premium, de alta fermentación, donde la naranja, al que su nombre hace referencia, es ingrediente clave.
Es una cerveza bien balanceada, de color ámbar anaranjado, cubierta por una espuma blanca y ligeramente persistente. El cereal y la naranja son imporantantes en nariz y boca, acompasado por los amargos del lúpulo.
Es perfecta para poder combinar con todo tipo de platos, especialmente con la dieta mediterránea.
";https://static2.soloartesanas.es/1497-large_default/genesis-taronja.jpg
116;117;rubia;Red Courtesy;(cervezas artesanas Red Courtesy);;{'Estilo de cerveza': ' Spice / Herb / Vegetable', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Elche', 'Provincia': 'Alicante', 'Comunidad Autónoma': 'Valencia', 'País': 'España', 'Temperatura de consumo': '6-8ºC'};"
Donde la experiencia gastronómica se lleva al máximo esplendor, ahí es donde está Red Courtesy, la cerveza ilicitana de perfil gourmet. 
Definida también como Emotional Gastronomic Beer, el disfrutar de su sabor hará que el momento se detenga y aprecies sus toques frutales y tenues tostados, su elegancia y delicadeza.
Parece fácil, pero no lo es, disfrutar de una cerveza semejante. Una experiencia cerveza... única.
";https://static1.soloartesanas.es/1494-large_default/red-courtesy.jpg
117;118;rubia;Pedraforca Rossa;(cervezas artesanas La Cervesera del Pedraforca);;{'Estilo de cerveza': ' Pilsner - Pilsen', 'Graduación alcohólica': ' 4,6% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 25 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Saldes', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
La Cervesera del Pedraforca elabora esta cerveza Pilsner, suave, rubia, muy clara, refrescante, fácil de beber y más fácil todavía de disfrutar. Es una cerveza artesana en la que se busca alcanzar completamente el concepto de ""Drinkability"", buenas cervezas artesanas que sean aptas para todos los gustos.
Es una cerveza elaborada con agua de la fuente de San Andreu de Pedraforca, por lo que el ingrediente fundamental, el agua, hace de ella algo más natural si cabe.
Si quieres disfrutar de una experiencia cervecera placentera, entonces no lo dudes y saborea Pedraforca Suave.
";https://static1.soloartesanas.es/1489-large_default/pedraforca-suave.jpg
118;119;rubia;La Virgen Veraniega;(cervezas artesanas Cerveza La Virgen); 43 / 100;{'Estilo de cerveza': ' Summer Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 30 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Madrid', 'Provincia': 'Madrid', 'Comunidad Autónoma': 'Madrid', 'Ecológica': 'No', 'Sin gluten': 'No'};"
Una cerveza artesana para disfrutar del buen tiempo y del calor que recorre nuestra geografía durante los meses cálidos. Los chicos de La Virgen elaboran La Virgen Veraniega para época estival con fecha límite de producción, Septiembre. Y lo hacen para ofrecerte una cerveza genuina y adaptada a las exigencias meteorológicas del calor.
Es una cerveza de estilo Pale Ale que usa levadura de alta fermentación California Lager. Todo acompañado de una incipiente presencia de amargor con un gran equilibrio a malta, hace de ella una cerveza artesana muy refrescante.
Disfruta y refréscate este verano
";https://static1.soloartesanas.es/2414-large_default/la-virgen-veraniega.jpg
119;120;rubia;Garagart Hopster Party;(cervezas artesanas Garagart); 66 / 100;{'Estilo de cerveza': ' India Pale Ale', 'Graduación alcohólica': ' 7,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 65 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada y trigo', 'Fermentación': 'Ale', 'Maltas': 'Pale, Wheat, Munich', 'Lúpulos': 'Centennial, Chinook, Mosaic, Simcoe', 'Población': 'Vitoria', 'Provincia': 'Álava', 'Comunidad Autónoma': 'País Vasco'};"
Garagart se suma al mundo de las IPAs con una India Pale Ale espectacular. Hopster Party es el nombre elegido para comercializar una cerveza artesana de tres maltas y 4 lúpulos, con los que crea una cerveza que es una auténtica fiesta de sabores: Apareceran albaricoques, mango y fruta de la pasión.
Es una cerveza amarga, tremendamente buena y que está preparada para hacer las delicias de todo aquel que desee probarla.
¡Te encantará!
";https://static1.soloartesanas.es/2637-large_default/garagart-hopster-party.jpg
120;121;rubia;Auriun Loira;(cervezas artesanas Cervexa Auriun);;{'Estilo de cerveza': ' Pilsner Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 28 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Maltas': 'Pilsner, Caramelo', 'Lúpulos': 'Saaz, Cascade', 'Población': 'Orense', 'Provincia': 'Orense', 'Comunidad Autónoma': 'Galicia'};"
La Cerveza Artesana Auriun Loira es una cerveza Pilsner Ale elaborada con 4 maltas y 2 lúpulos, cuyo resultado es el de una cerveza de baja carbonatación que resulta muy refrescante.
Su bajo amargor hace de ella una Pilsner muy suave, a lo que acompaña su potente en sabor. Notarás aromas cítricos en una cerveza de color dorado.
Una cerveza artesana gallega que no te puedes perder.
";https://static2.soloartesanas.es/2144-large_default/auriun-loira.jpg
121;122;rubia;Kel's;(cervezas artesanas Cervecera Kel's);;{'Estilo de cerveza': ' Belgian Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'La Coruña', 'Provincia': 'La Coruña', 'Comunidad Autónoma': 'Galicia'};"
Kels es la cerveza artesana galega de estilo belga que se elabora en La Coruña.
Es una cerveza con mucho cuerpo y con mucho aroma, especialmente florales, aunque queda presente el sabor dulce de la malta. Además el retrogusto es amargo, pero con muy buen gusto.
Ha sido elaborada con cuatro maltas diferentes y lúpulos nobles, siempre haciendo uso de levaduras belgas ale.
";https://static2.soloartesanas.es/1236-large_default/kel-s.jpg
122;123;rubia;Nós Orixinal;(cervezas artesanas Cervexa Nos);;{'Estilo de cerveza': ' Biére de Garde', 'Graduación alcohólica': ' 5,7% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Mos', 'Provincia': 'Pontevedra', 'Comunidad Autónoma': 'Galicia'};"
La cerveza artesana Nós Orixinal es una cerveza de intenso color ámbar, que sobresale más gracias a la espuma blanca que corona sobre ella.
En el proceso de elaboración se ha querido fomentar que sea una cerveza fácil de beber, refrescante, por lo que buscan el balance equilibrado entre malta y lúpulo. La malta tostada ofrece sabrosos matices aromáticos y de buen sabor a pan y galleta.
El final destaca por ser algo seco.
Disfruta de la cervexa artesana galega.
";https://static3.soloartesanas.es/1234-large_default/nos-orixinal.jpg
123;124;rubia;Monteña;(cervezas artesanas Cerveza del Jerte);;{'Estilo de cerveza': ' Amber Ale', 'Graduación alcohólica': ' 6,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 25 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Mérida', 'Provincia': 'Badajoz', 'Comunidad Autónoma': 'Extremadura', 'Temperatura de consumo': '6-7ºC'};"
Monteña es una castaña de cerveza artesana, pero en el buen sentido de la palabra. Es una cerveza maravillosa, procedente del Valle del Jerte, y en la que para su preparación se ha hecho uso de las mejores castañas de esta impresionante zona extremeña.
Es una cerveza artesana ahumada y dulce, maltosa y generosa, con un leve amargor que hace de ella una cerveza muy, muy interesante.
Es una cerveza amable, que puede beberse en cualquier momento del día.
";https://static1.soloartesanas.es/1213-large_default/montena.jpg
124;125;rubia;Art  Toc D'Espelta;(cervezas artesanas Art Cervesers); 32 / 100;{'Estilo de cerveza': ' Wheat Ale Ecológica', 'Graduación alcohólica': ' 5,1% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Población': 'Canovelles', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
Si quieres una cerveza ecológica de trigo, esta es tu cerveza. Con un toque de espelta, esta artesana que elabora Art Cerveses, es una Weizen de color amarillo. Es una cervaza turbia que ofrece una espuma muy cremosa y también persistente.
Al saborearla verás como tu paladar se llena de una refrescante y efervescente sensación, acompañada de la poca amarga textura que ofrece y un intenso sabor a cereal, que acompaña a notas de plátano maduro.
Una cerveza de trigo que acompaárá tus veladas y tus tapas a base de embutidos, anchoas, olivas,...
";https://static2.soloartesanas.es/1212-large_default/art-toc-d-espelta.jpg
125;126;rubia;Art Orus Lager;(cervezas artesanas Art Cervesers); 30 / 100;{'Estilo de cerveza': ' Marzenbier', 'Graduación alcohólica': ' 5,6% Alc./Vol.', 'Color': 'Rubia', 'Fermentación': 'Lager', 'Grano': 'Cebada', 'Población': 'Canovelles', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
Poder disfrutar de una cerveza artesana es fácil, pero disfrutar de una buenísima cerveza artesana Lager como Orus de Cerveses Art, no lo es tanto. Es una cerveza de color dorado intenso con un ligero pero sublime toque herbal.
Orus Lager te ofrece un experiencia especial. Te recomendamos que la tomes bien fresca, y que incluso la metas de la nevera al congelador 10 minutos antes de disfrutarla. A eso le añades una mesa y un plato con unas aceitunas y acabas de descubrir un plano cercano al nirvana.
¡¡Qué disfrutes de una maravillosa cerveza artesana!!
";https://static3.soloartesanas.es/1211-large_default/art-orus-lager.jpg
126;127;rubia;Art La Indiana;(cervezas artesanas Art Cervesers); 62 / 100;{'Estilo de cerveza': ' IPA con algarroba', 'Graduación alcohólica': ' 6,2% Alc./Vol.', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Canovelles', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '8-10ºC'};"
Una cerveza exótica que tiene todo lo bueno de una gran IPA y el toque fundamental de la algarroba. La Indiana es una cerveza artesana que lleva a la máxima expresión lo que significa el equilibrio en boca. Es una cerveza de color de ámbar y que dispone en copa de una ligera espuma poco persistente.
El uso del lúpulo hace de ella una cerveza artesana herbal, más si cabe con el uso de la algarroba. A todo ello, por supuesto, hay que añadirle el amargor final con un matiz tostado que hace ella una cerveza artesana redonda.
";https://static3.soloartesanas.es/1210-large_default/art-la-indiana.jpg
127;128;rubia;Art Franceska;(cervezas artesanas Art Cervesers);;{'Estilo de cerveza': ' Steam Pilsner', 'Graduación alcohólica': ' 5,2% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Lager', 'Población': 'Canovelles', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '4-6ºC'};"
Franceska luce impresionante. Es una cerveza artesana lager con un aspecto dorado brillante y en la que sobresale una espuma cremosa.
Cerveza equilibrada y balanceada, con un claro predominio de la malta, levemente seca. Es una cerveza artesana fácil de beber y bien fresca, en la que apreciarás notas cítricas.
Piensa en unas patatas bravas. ¿Qué tienes justo al lado? Una cerveza artesana Art Franceska.
";https://static2.soloartesanas.es/1209-large_default/art-franceska.jpg
128;129;rubia;Fort Motueka;(cervezas artesanas Fort); 84 / 100;{'Estilo de cerveza': ' IPA Single Hop Motueka', 'Graduación alcohólica': ' 4,9% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 40 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'L`Hospitalet de Llobregat', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '7-10ºC', 'Vaso recomendado': 'Pinta'};"
Fort Motueka es una cerveza de color ámbar pajizo, en cierta medida marrón, y sobre la que se posiciona una corona de espuma cremosa de color marfil.
Pasando a los aromas, cabe destacar su intensidad. Notarás en el ambiente notas herbáceas y florales, además del típico cítrico de las IPAs.
Al discurrir en tu interior notarás una cerveza dulce y seca. Como buena IPA el amargor está presente, el cual se mantiene a la par que infinidad de matices y sabores que van desde el tostado y el caramelo, hasta el limón o la uva.
";https://static2.soloartesanas.es/1205-large_default/fort-motueka.jpg
129;130;rubia;Fort IPA;(cervezas artesanas Fort); 82 / 100;{'Estilo de cerveza': ' India Pale Ale (IPA)', 'Graduación alcohólica': ' 7,0% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'L`Hospitalet de Llobregat', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
La cerveza artesana Fort IPA es una sabrosa e intensa cerveza de la que cabe destacar en este caso su marcada tendencia lupulizada, el cual se aporta en gran dosis en el proceso de elaboración.
Por tanto es una cerveza con un profundo amargor, floral y frutal.
Es una cerveza muy fácil de beber, de la que disfrutarás enormemente.
";https://static1.soloartesanas.es/1204-large_default/fort-ipa.jpg
130;131;rubia;La Quince HOP FICTION;(cervezas artesanas La Quince); 91 / 100;{'Estilo de cerveza': ' American Pale Ale', 'Graduación alcohólica': ' 5.5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 40 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Maltas': 'Maris Otter y Crystal', 'Lúpulos': 'Centennal, Citra y Galena', 'Población': 'Madrid', 'Provincia': 'Madrid', 'Comunidad Autónoma': 'Madrid'};"
Puede que tengas ante ti una de las mejores APA (American Pale Ale) del mercado nacional, de hecho redes sociales como Untapp así lo dicen.
Es una cerveza que destaca en todos los aspectos, pero permítenos hablar en primer lugar de su espuma... ¡Qué espuma!. Blanca, cremosa y duradera. Te gusta, ¿eh?
De color anaranjado, La Quince Hop Fiction es una cerveza artesana herbal y afrutada, perfectamente equilobrada y balanceada.
Un cervezón como la copa de un pino de... Quince metros ;)
";https://static2.soloartesanas.es/2127-large_default/la-quince-hop-fiction.jpg
131;132;rubia;Menduiña Barda;(cervezas artesanas Menduiña); 13 / 100;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 32 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Cangas do Morrazo', 'Provincia': 'Pontevedra', 'Comunidad Autónoma': 'Galicia'};"
Elaborada con la mejor malta inglesa, Menduiña Barda se presenta como una cerveza artesana suave, de color cobre y media carbonatación.
Dispone de una marcado perfil aromático, en el que se mezcla entre el amargor una afrutada presencia. El final es largo...y amargo. Es lo que tiene hacer uso intensivo de buenos lúpulos. No por ello deja de ser muy fácil de beber.
 
";https://static2.soloartesanas.es/3126-large_default/menduina-barda.jpg
132;133;rubia;Marina Summer Ale;(cervezas artesanas Cervesa Marina); 62 / 100;{'Estilo de cerveza': ' Summer Ale', 'Graduación alcohólica': ' 6,0% Alc./Vol.', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Blanes', 'Provincia': 'Girona', 'Comunidad Autónoma': 'Cataluña'};"
La cerveza artesana Marina Summer Ale es una fantástica y ligera para que todo el mundo disfrute de ella. Es una cerveza de color pajizo, amarillo y ligeramente turbia. Disfrutarás con solo mirarla.
Poco a poco las notas cítricas inundarán la habitación, también nostas especiadas. Ya ves que es una cerveza que se expresa sin todavía haberla probado. Pero cuando lo haces, llega la explosión de sabores. Fresca, potente, ligera, elegante. Estos son 4 adjetivos que le van como anillo al dedo.
";https://static3.soloartesanas.es/1187-large_default/marina-summer-ale.jpg
133;134;rubia;Marina Pale Ale;(cervezas artesanas Cervesa Marina); 47 / 100;{'Estilo de cerveza': ' America Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Blanes', 'Provincia': 'Girona', 'Comunidad Autónoma': 'Cataluña'};"
La cerveza artesana Marina Pale Ale se disfruta con todos los sentidos. Es una American Pale Ale de color entre ámbar-cobre, espuma densa y persistente.
Sentirás como aprecias notas caramelizadas, y ligeros aromas de albaricoque o higos y almíbar. Esto es al principio, luego aparecerá el lúpulo, aportando aromas resinosos.
Pasamos a lo mejor, a su degustación. Es una cerveza lupulizada y untosa, con cuerpo y seco final. Disfrutarás de sabores herbáceos, a madera y resinosos.
";https://static3.soloartesanas.es/1186-large_default/marina-pale-ale.jpg
134;135;rubia;Rondadora Blanca;(cervezas artesanas Cerveza La Rondadora); 39 / 100;{'Estilo de cerveza': ' Witbier (Belgian White)', 'Graduación alcohólica': ' 4,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 8 IBUs', 'Color': 'Blanca', 'Grano': 'Trigo y cebada (50%)', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '2', 'Maltas': 'Trigo, pilsner, carapils, pale ale', 'Lúpulos': 'Cascade, citra, sorachi ace, amarillo', 'Población': 'La Cabezonada', 'Provincia': 'Huesca', 'Comunidad Autónoma': 'Aragón', 'Temperatura de consumo': '4-6ºC'};"
Una cerveza artesana de trigo elaborada con cuatro maltas y cuatro lúpulos, de estilo blanche belga, y elaborada en el pirineo aragonés, con agua del pirineo, agua de Cotiella. ¿Alguien da más?
Disfrutarás en al Rondadora Blanca de una cerveza fresca y frutal, refrescante e intensa. Color claro, oro pálido, notas cítricas, herbáceas y dulces, amargor refrescante, carbonatación media, persistencia en boca y trago fácil. Como ves lo tiene todo para disfrutar de una gran rato con una cerveza especial.
Ah, y el envase es medioambientalmente sostenible.
";https://static3.soloartesanas.es/1180-large_default/rondadora-blanca.jpg
135;136;rubia;Minairons Fulla Daurada ;(cervezas artesanas Els Minairons);;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,4% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 35 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Òdena', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
La cerveza artesana Fulla Daurada es una cerveza rubia de alta fermentación elaborada por Els Minairons. 
Cerveza clara, pero con una espuma blanca que destaca.
Cuando pruebas esta cerveza artesana notas su poder refrescante y sus sabores afrutados, en los que destacan la hierba fresca y los cítricos. Es una cerveza de trago fácil.
Ideal para acompañar con pescados y quesos fuertes.
";https://static3.soloartesanas.es/1084-large_default/minairons-fulla-daurada-.jpg
136;137;rubia;Zeta Hell;(cervezas artesanas Zeta Beer); 46 / 100;{'Estilo de cerveza': ' Bavarian Helles', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Lager', 'Maltas': 'Pilsen y Carahell', 'Lúpulos': 'Mosaic, Hallertau ', 'Población': 'Alboraya', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia'};"
La Cerveza Artesana Zeta Hell es una cerveza lager, de baja fermentación. Su estilo es el de las buenas Bavarian Helles, con maltas Pilsen y Carahell usadas en el proceso de preparación de esta maravilla de cerveza
El resultado del cuidado aportado por los maestros cerveceros es el de una cerveza dorada cristalina, que no presenta turbidez, pero si una llamativa espuma cremosa y persistente que integra perfectamente con los aromas y sabores de una cerveza artesana que no olvidarás.
Pruébala, disfrutarás de un sabor suave, refrescante y fácil de beber, con un retrogusto final afrutado.
";https://static2.soloartesanas.es/1077-large_default/zeta-hell.jpg
137;138;rubia;Matoll Saüc;(cervezas artesanas Matoll);;{'Estilo de cerveza': ' Ale', 'Graduación alcohólica': ' 5,8% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 19 IBUs', 'Color': 'Rubia', 'Grano': 'Trigo', 'Maltas': 'Pale, Trigo, Crystal', 'Lúpulos': 'Pacific Gem, Amarillo, Citra, Sauco', 'Población': 'Belianes', 'Provincia': 'Lérida', 'Comunidad Autónoma': 'Cataluña'};"
Matoll Sauc es una de las cervezas artesanas que elabora en la comarca de L'Urgell Matoll. Es una cerveza de colo caoba, dulce y cítrica.
Aromáticamente destacan notas de flor blanca, procedente del saúco que se utiliza en su proceso de elaboración. ES lo primero que destaca de una cerveza que después deja paso cítricos y de frutas tropicales.
Es una cerveza de cuerpo medio y carbonatación media alta. Es astringente, lo cual combina perfectamente con su característico dulzor.
¿Te gusta la comida asiática? Esta es tu cerveza.
";https://static2.soloartesanas.es/1072-large_default/matoll-sauc.jpg
138;139;rubia;Matoll Blat;(cervezas artesanas Matoll);;{'Estilo de cerveza': ' Kolsch', 'Graduación alcohólica': ' 4,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 23 IBUs', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Maltas': 'Pilsen', 'Lúpulos': 'Saz, Pacific Gem, Tettnager, Hellertauer', 'Población': 'Belianes', 'Provincia': 'Lérida', 'Comunidad Autónoma': 'Cataluña'};"
Matoll Blat es una de las cervezas artesanas que elabora en la comarca de L'Urgell Matoll. Es su cerveza de trigo, dulce y refrescante.
Lo primero que destaca es su marcado color pajizo. Al descubrila aparecen los aromas de maltas, pan fresco, florales y de piel de limón. Cuando la pruebas notarás que es una cerveza artesana fresca, suave dulzura, cuerpo ligero y moderada carbonatación. Es una cerveza ""densa"", con leve amargura. Es una cerveza artesana que se bebe fácil gracias a su limpio sabor.
¿Te gusta el queso? Esta es tu cerveza.
";https://static3.soloartesanas.es/1071-large_default/matoll-blat.jpg
139;140;rubia;Matoll Rossa;(cervezas artesanas Matoll);;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 26 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Maltas': 'Pale, Crystal, Pilss y Carapills', 'Lúpulos': 'Golding, Willamette, Mount Hood', 'Población': 'Belianes', 'Provincia': 'Lérida', 'Comunidad Autónoma': 'Cataluña'};"
Matoll Rossa es una de las cervezas artesanas que elabora en la comarca de L'Urgell Matoll. Es su cerveza Pale Ale rubia y afrutada.
ES una cerveza de marcado color dorado, en la que destaca especialmente su sabor a malta tostada dulce, y las notas cítricas y herbáceas. Es una cerveza artesana de cuerpo ligero/medio con una carbonatación moderada. También notarás un sabor que recuerda al de la piel de naranja, apareciendo en el retrogusto sabores de fruta madura y roja.
¿Te gusta la cerveza? Esta es tu cerveza, la cerveza artesana que gusta a todo el mundo
";https://static3.soloartesanas.es/1069-large_default/matoll-rossa.jpg
140;141;rubia;L'Ombria Blat;(cervezas artesanas L'Ombria);;{'Estilo de cerveza': ' Weizebier', 'Graduación alcohólica': ' 4,6% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 11 IBUs', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '6.6', 'Población': 'Vallada', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia', 'Temperatura de consumo': '7-10ºC', 'Vaso recomendado': 'Pinta'};"
L'Ombria Blat es una cerveza de trigo, de estilo Weizenbier, que ha sido elaborada artesanalmente con malta de trigo y cebada, agua, lúpulo y levadura de cerveza. Los cítricos destacan y le aportan un carácter afrutado y refrescante.
Es una cerveza artesana turbia, dorada y espuma blanca. Aromáticamente destacan las notas a manzana, levadura, flor blanca de azahar y por supuesto cítricos. Cuando la pruebas notas un bajo y agradable dulzor amargo que deja una sensación retro-nasal agradable y un post-gusto medio.
";https://static3.soloartesanas.es/1067-large_default/l-ombria-blat.jpg
141;142;rubia;Sevebrau Ex 1 IPA;(cervezas artesanas Cervezas Sevebrau); 94 / 100;{'Estilo de cerveza': ' IPA', 'Graduación alcohólica': ' 7,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 80 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Villanueva de la Serena', 'Provincia': 'Badajoz', 'Comunidad Autónoma': 'Extremadura'};"
Lo primero que se debe mencionar es que fue galardonada con la medalla de bronce en el ""International beer Shanghai festival 2014″, en la categoría de “Pale Ale and IPA"".
Sevebrau exIPA es la cerveza IPA de la micro Sevebrau. Es una cerveza con cierta turbidez y su color es marcadamente anaranjado. Resulta una cerveza amarga, destacando sus 80 IBUs de amargor. A su vez es una cerveza armónica y dulce, en la que notarás sus aromas florales.
Una India Pale Ale para los amantes de la cerveza artesana con carácter.
";https://static3.soloartesanas.es/1024-large_default/sevebrau-exipa.jpg
142;143;rubia;Sevebrau Weizen Trigo;(cervezas artesanas Cervezas Sevebrau); 41 / 100;{'Estilo de cerveza': ' Weizen Weissbier', 'Graduación alcohólica': ' 5,8% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Población': 'Villanueva de la Serena', 'Provincia': 'Badajoz', 'Comunidad Autónoma': 'Extremadura'};"
Sevebrau Weizen es la cerveza de trigo elaborada por esta microcervecería extremeña. Desde Villanueva de la Serena te ofrecen una auténtica delicia artesana. Se asemeja a las mejores cervezas clásicas de Sevebrau.
Es una cerveza artesana muy ligera y aromatica. ¿Qué sabores te ofrece? Entre ellos destacan clavo, plátano maduro y pan.
Ideal para cualqueir época del año, aunque está especialmente indicada en momentos de intenso calor. Refresca como pocas
";https://static2.soloartesanas.es/1021-large_default/sevebrau-weizen-trigo.jpg
143;144;rubia;Mica Oro;(cervezas artesanas Cervezas Mica); 16 / 100;{'Estilo de cerveza': ' Blonde Ale', 'Graduación alcohólica': ' 4,7% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Aranda de Duero', 'Provincia': 'Burgos', 'Comunidad Autónoma': 'Castilla y León'};"
La cerveza artesana Mica Oro es una cerveza premium, gourmet. Recibe el nombre del color con el que hace acto de presencia: Oro, amarillo intenso y brillante.
A su vez es una cerveza artesana intensa en sabores, fresca y con un moderado toque tostado en boca, tras los cuales se presentan intesos retrogustos frutales: Manzana y cítricos.
Una cerveza artesana elaborada con cebada cultivada en las tierras más altas de la Ribera del Duero. Una cervevza diferente con la que disfrutarás del momento.
";https://static2.soloartesanas.es/1083-large_default/mica-oro.jpg
144;145;rubia;Queen´s Vier;(cervezas artesanas Cervezas Vier); 47 / 100;{'Estilo de cerveza': ' WeizenBock', 'Graduación alcohólica': ' 7,9% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Población': 'Valladolid', 'Provincia': 'Valladolid', 'Comunidad Autónoma': 'Castilla y León', 'Temperatura de consumo': '6-12ºC'};"
Ante tienes una cerveza artesana de estilo Weizenbock. Es una cerveza de trigo con una graduación mayor de lo establecido, en este caso de 7.9% de alcohol.
Queen's Vier es la reina de las cervezas de la cervera Vier. Es de color ámbar oscuro, con espuma blanca abundante y persistente. Notarás como predominan los aromas a plátano y leves toques de trigo.
Es una cerveza dulce al paladar en la que destaca marcadamente su malta de trigo, haciendo de ella una cerveza con gran cuerpo. Cabe destacar que tan apenas se hace notar el alto contenido de alcohol. 
";https://static1.soloartesanas.es/1008-large_default/queens-vier.jpg
